name	chrom	start	end	score	strand	NMid	gene_name	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study	mm9_name	mm39ID
mmu_circ_0012443	chr5	23711631	23711795	0	-	ENSMUST00000088392	Srpk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23711631-23711795
mmu_circ_0012444	chr5	23745372	23753561	0	-	ENSMUST00000088392	Srpk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23745372-23753561
mmu_circ_0012445	chr5	23745372	23821388	0	-	ENSMUST00000088392	Srpk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23745372-23821388
mmu_circ_0012446	chr5	23745372	23834475	0	-	ENSMUST00000088392	Srpk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23745372-23834475
mmu_circ_0012447	chr5	23821324	23834475	0	-	ENSMUST00000088392	Srpk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23821324-23834475
mmu_circ_0012448	chr5	23999300	24015192	0	+	ENSMUST00000124680	Rint1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23999300-24015192
mmu_circ_0012449	chr5	24005592	24016032	0	+	ENSMUST00000124680	Rint1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24005592-24016032
mmu_circ_0012450	chr5	24184485	24188264	0	-	ENSMUST00000030849	Fam126a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24184485-24188264
mmu_circ_0012451	chr5	24184485	24196835	0	-	ENSMUST00000030849	Fam126a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24184485-24196835
mmu_circ_0012452	chr5	24184485	24205017	0	-	ENSMUST00000030849	Fam126a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24184485-24205017
mmu_circ_0012453	chr5	24185484	24188264	0	-	ENSMUST00000030849	Fam126a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24185484-24188264
mmu_circ_0012454	chr5	24185484	24191812	0	-	ENSMUST00000030849	Fam126a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24185484-24191812
mmu_circ_0012455	chr5	24185484	24196835	0	-	ENSMUST00000030849	Fam126a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24185484-24196835
mmu_circ_0012456	chr5	24305747	24305872	0	+	ENSMUST00000030841	Klhl7	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24305747-24305872
mmu_circ_0012457	chr5	24331819	24333102	0	+	ENSMUST00000030841	Klhl7	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24331819-24333102
mmu_circ_0012458	chr5	24331819	24346291	0	+	ENSMUST00000030841	Klhl7	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24331819-24346291
mmu_circ_0012459	chr5	24331819	24354363	0	+	ENSMUST00000030841	Klhl7	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24331819-24354363
mmu_circ_0012460	chr5	24646333	24646661	0	-	ENSMUST00000149537	Fastk	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24646333-24646661
mmu_circ_0012461	chr5	24799829	24801847	0	-	ENSMUST00000144995	Smarcd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24799829-24801847
mmu_circ_0012462	chr5	24902002	24911582	0	+	ENSMUST00000068825	Nub1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:24902002-24911582
mmu_circ_0012463	chr5	25071076	25079008	0	-	ENSMUST00000030784	Prkag2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25071076-25079008
mmu_circ_0012464	chr5	25071076	25082032	0	-	ENSMUST00000030784	Prkag2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25071076-25082032
mmu_circ_0012465	chr5	25071076	25094183	0	-	ENSMUST00000030784	Prkag2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25071076-25094183
mmu_circ_0012466	chr5	25226789	25233534	0	-	ENSMUST00000030784	Prkag2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25226789-25233534
mmu_circ_0012467	chr5	25466932	25468482	0	+	ENSMUST00000045737	Galnt11	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25466932-25468482
mmu_circ_0012468	chr5	25495465	25495754	0	+	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25495465-25495754
mmu_circ_0012469	chr5	25503867	25534573	0	-	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25503867-25534573
mmu_circ_0012470	chr5	25552358	25558406	0	-	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25552358-25558406
mmu_circ_0012471	chr5	25552358	25581025	0	-	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25552358-25581025
mmu_circ_0012472	chr5	25568443	25582280	0	-	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25568443-25582280
mmu_circ_0012473	chr5	25577763	25582280	0	-	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25577763-25582280
mmu_circ_0012474	chr5	25590642	25648906	0	-	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25590642-25648906
mmu_circ_0012475	chr5	25600386	25620021	0	-	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25600386-25620021
mmu_circ_0012476	chr5	25619882	25648906	0	-	ENSMUST00000088250	Mll3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:25619882-25648906
mmu_circ_0012477	chr5	26003443	26017025	0	+	ENSMUST00000088244	Actr3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:26003443-26017025
mmu_circ_0012478	chr5	26003443	26030213	0	+	ENSMUST00000088244	Actr3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:26003443-26030213
mmu_circ_0012479	chr5	26003443	26037476	0	+	ENSMUST00000088244	Actr3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:26003443-26037476
mmu_circ_0012480	chr5	26014782	26037476	0	+	ENSMUST00000088244	Actr3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:26014782-26037476
mmu_circ_0012481	chr5	26053359	26055115	0	+	ENSMUST00000088244	Actr3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:26053359-26055115
mmu_circ_0012482	chr5	27260492	27260628	0	-	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27260492-27260628
mmu_circ_0012483	chr5	27492119	27492657	0	+	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27492119-27492657
mmu_circ_0012484	chr5	27520142	27520339	0	+	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27520142-27520339
mmu_circ_0012485	chr5	27587752	27674483	0	+	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27587752-27674483
mmu_circ_0012486	chr5	27803799	27839604	0	+	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27803799-27839604
mmu_circ_0012487	chr5	27836376	27839604	0	+	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27836376-27839604
mmu_circ_0012488	chr5	27866584	27871526	0	+	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27866584-27871526
mmu_circ_0012489	chr5	27931018	27931303	0	+	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27931018-27931303
mmu_circ_0012490	chr5	27931283	27932382	0	-	ENSMUST00000122171	Dpp6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27931283-27932382
mmu_circ_0012491	chr5	27949080	27964489	0	-	ENSMUST00000002291	Paxip1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27949080-27964489
mmu_circ_0012492	chr5	27949080	27970230	0	-	ENSMUST00000002291	Paxip1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27949080-27970230
mmu_circ_0012493	chr5	27957741	27959553	0	-	ENSMUST00000002291	Paxip1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27957741-27959553
mmu_circ_0012494	chr5	27970135	27971288	0	-	ENSMUST00000002291	Paxip1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27970135-27971288
mmu_circ_0012495	chr5	27977001	27980677	0	-	ENSMUST00000002291	Paxip1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27977001-27980677
mmu_circ_0012496	chr5	27977001	27993775	0	-	ENSMUST00000002291	Paxip1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:27977001-27993775
mmu_circ_0012497	chr5	28536108	28544306	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28536108-28544306
mmu_circ_0012498	chr5	28536108	28547512	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28536108-28547512
mmu_circ_0012499	chr5	28536108	28557641	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28536108-28557641
mmu_circ_0012500	chr5	28536108	28563480	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28536108-28563480
mmu_circ_0012501	chr5	28536108	28567232	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28536108-28567232
mmu_circ_0012502	chr5	28536108	28573311	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28536108-28573311
mmu_circ_0012503	chr5	28536108	28599668	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28536108-28599668
mmu_circ_0012504	chr5	28563271	28567232	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28563271-28567232
mmu_circ_0012505	chr5	28563271	28599668	0	+	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28563271-28599668
mmu_circ_0012506	chr5	28592764	28592982	0	-	ENSMUST00000059644	Rbm33	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28592764-28592982
mmu_circ_0012507	chr5	28769330	28771027	0	+	ENSMUST00000156498	9530036O11Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:28769330-28771027
mmu_circ_0012508	chr5	29457740	29497947	0	-	ENSMUST00000055195	Lmbr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29457740-29497947
mmu_circ_0012509	chr5	29492388	29497947	0	-	ENSMUST00000055195	Lmbr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29492388-29497947
mmu_circ_0012510	chr5	29528799	29551904	0	-	ENSMUST00000055195	Lmbr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29528799-29551904
mmu_circ_0012511	chr5	29551764	29551904	0	-	ENSMUST00000055195	Lmbr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29551764-29551904
mmu_circ_0012512	chr5	29551764	29568953	0	-	ENSMUST00000055195	Lmbr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29551764-29568953
mmu_circ_0012513	chr5	29642594	29645147	0	+	ENSMUST00000001611	Nom1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29642594-29645147
mmu_circ_0012514	chr5	29805638	29819992	0	+	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29805638-29819992
mmu_circ_0012515	chr5	29806173	29879464	0	-	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29806173-29879464
mmu_circ_0012516	chr5	29811904	29819992	0	+	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29811904-29819992
mmu_circ_0012517	chr5	29819905	29824785	0	+	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29819905-29824785
mmu_circ_0012518	chr5	29819905	29842768	0	+	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29819905-29842768
mmu_circ_0012519	chr5	29824225	29837835	0	+	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29824225-29837835
mmu_circ_0012520	chr5	29836189	29842768	0	+	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29836189-29842768
mmu_circ_0012521	chr5	29836189	29851655	0	+	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29836189-29851655
mmu_circ_0012522	chr5	29863207	29873042	0	+	ENSMUST00000049453	Ube3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:29863207-29873042
mmu_circ_0012523	chr5	30452460	30462818	0	+	ENSMUST00000145167	Ept1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:30452460-30462818
mmu_circ_0012524	chr5	30471950	30472118	0	-	ENSMUST00000145167	Ept1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:30471950-30472118
mmu_circ_0012525	chr5	30745648	30745843	0	-	ENSMUST00000066295	Kcnk3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:30745648-30745843
mmu_circ_0012526	chr5	30923177	30924164	0	-	ENSMUST00000114729	Dpysl5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:30923177-30924164
mmu_circ_0012527	chr5	30934663	30941811	0	+	ENSMUST00000114729	Dpysl5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:30934663-30941811
mmu_circ_0012528	chr5	30948835	30953694	0	+	ENSMUST00000114729	Dpysl5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:30948835-30953694
mmu_circ_0012529	chr5	30954128	30954440	0	-	ENSMUST00000114729	Dpysl5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:30954128-30954440
mmu_circ_0012530	chr5	31049801	31049924	0	+	ENSMUST00000031057	Agbl5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31049801-31049924
mmu_circ_0012531	chr5	31246897	31247561	0	-	ENSMUST00000031037	Slc30a3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31246897-31247561
mmu_circ_0012532	chr5	31363491	31363632	0	+	ENSMUST00000031032	Ppm1g	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31363491-31363632
mmu_circ_0012533	chr5	31377689	31377797	0	+	ENSMUST00000031032	Ppm1g	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31377689-31377797
mmu_circ_0012534	chr5	31623575	31625584	0	+	ENSMUST00000076264	Zfp512	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31623575-31625584
mmu_circ_0012535	chr5	31677426	31677751	0	-	ENSMUST00000118874	Supt7l	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31677426-31677751
mmu_circ_0012536	chr5	31684348	31684642	0	+	ENSMUST00000114533	Slc4a1ap	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31684348-31684642
mmu_circ_0012537	chr5	31817250	31830789	0	-	ENSMUST00000031018	Rbks	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31817250-31830789
mmu_circ_0012538	chr5	31977821	31988503	0	+	ENSMUST00000114514	Bre	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31977821-31988503
mmu_circ_0012539	chr5	31977821	32058508	0	+	ENSMUST00000114514	Bre	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:31977821-32058508
mmu_circ_0012540	chr5	32058398	32063712	0	+	ENSMUST00000114514	Bre	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:32058398-32063712
mmu_circ_0012541	chr5	32635409	32643376	0	+	ENSMUST00000015100	Ppp1cb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:32635409-32643376
mmu_circ_0012542	chr5	32635409	32645049	0	+	ENSMUST00000015100	Ppp1cb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:32635409-32645049
mmu_circ_0012543	chr5	32802351	32821744	0	+	ENSMUST00000072311	Yes1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:32802351-32821744
mmu_circ_0012544	chr5	32809000	32821744	0	+	ENSMUST00000072311	Yes1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:32809000-32821744
mmu_circ_0012545	chr5	32977209	32979482	0	-	ENSMUST00000120129	C330019G07Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:32977209-32979482
mmu_circ_0012546	chr5	33025317	33044392	0	+	ENSMUST00000087897	Depdc5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33025317-33044392
mmu_circ_0012547	chr5	33025317	33050797	0	+	ENSMUST00000087897	Depdc5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33025317-33050797
mmu_circ_0012548	chr5	33032625	33044392	0	+	ENSMUST00000087897	Depdc5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33032625-33044392
mmu_circ_0012549	chr5	33053223	33059248	0	+	ENSMUST00000087897	Depdc5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33053223-33059248
mmu_circ_0012550	chr5	33053223	33070564	0	+	ENSMUST00000087897	Depdc5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33053223-33070564
mmu_circ_0012551	chr5	33416481	33426978	0	-	ENSMUST00000079746	Ctbp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33416481-33426978
mmu_circ_0012552	chr5	33515783	33517899	0	+	ENSMUST00000114449	Maea	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33515783-33517899
mmu_circ_0012553	chr5	33530321	33530468	0	+	ENSMUST00000114449	Maea	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33530321-33530468
mmu_circ_0012554	chr5	33764807	33772178	0	-	ENSMUST00000165632	Fam53a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33764807-33772178
mmu_circ_0012555	chr5	33885025	33885573	0	+	ENSMUST00000067150	Fgfr3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:33885025-33885573
mmu_circ_0012556	chr5	34000455	34022122	0	+	ENSMUST00000114399	Whsc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34000455-34022122
mmu_circ_0012557	chr5	34000755	34000893	0	-	ENSMUST00000114399	Whsc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34000755-34000893
mmu_circ_0012558	chr5	34001184	34001324	0	-	ENSMUST00000114399	Whsc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34001184-34001324
mmu_circ_0012559	chr5	34059088	34059219	0	-	ENSMUST00000030993	Whsc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34059088-34059219
mmu_circ_0012560	chr5	34158531	34158849	0	-	ENSMUST00000056355	Nat8l	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34158531-34158849
mmu_circ_0012561	chr5	34286446	34290534	0	-	ENSMUST00000042954	Poln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34286446-34290534
mmu_circ_0012562	chr5	34373904	34382397	0	-	ENSMUST00000094868	Zfyve28	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34373904-34382397
mmu_circ_0012563	chr5	34499865	34507415	0	+	ENSMUST00000030992	Rnf4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34499865-34507415
mmu_circ_0012564	chr5	34567924	34568167	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34567924-34568167
mmu_circ_0012565	chr5	34567924	34578295	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34567924-34578295
mmu_circ_0012566	chr5	34567924	34583845	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34567924-34583845
mmu_circ_0012567	chr5	34567924	34588600	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34567924-34588600
mmu_circ_0012568	chr5	34567924	34597934	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34567924-34597934
mmu_circ_0012569	chr5	34567924	34602257	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34567924-34602257
mmu_circ_0012570	chr5	34577341	34597934	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34577341-34597934
mmu_circ_0012571	chr5	34577344	34597934	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34577344-34597934
mmu_circ_0012572	chr5	34577344	34602257	0	+	ENSMUST00000042234	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34577344-34602257
mmu_circ_0012573	chr5	34588475	34602257	0	+	ENSMUST00000094867	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34588475-34602257
mmu_circ_0012574	chr5	34621317	34633151	0	+	ENSMUST00000094867	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34621317-34633151
mmu_circ_0012575	chr5	34621446	34623556	0	-	ENSMUST00000094867	Fam193a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34621446-34623556
mmu_circ_0012576	chr5	34782622	34782751	0	+	ENSMUST00000114335	Add1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34782622-34782751
mmu_circ_0012577	chr5	34782622	34785857	0	+	ENSMUST00000114335	Add1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34782622-34785857
mmu_circ_0012578	chr5	34826453	34833528	0	+	ENSMUST00000074651	Grk4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34826453-34833528
mmu_circ_0012579	chr5	34887348	34909611	0	+	ENSMUST00000001112	Grk4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34887348-34909611
mmu_circ_0012580	chr5	34901727	34909611	0	+	ENSMUST00000134217	Grk4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34901727-34909611
mmu_circ_0012581	chr5	34975041	34983411	0	+	ENSMUST00000080036	Htt	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34975041-34983411
mmu_circ_0012582	chr5	34977294	34981268	0	+	ENSMUST00000080036	Htt	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34977294-34981268
mmu_circ_0012583	chr5	34991604	35012135	0	+	ENSMUST00000080036	Htt	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:34991604-35012135
mmu_circ_0012584	chr5	35177657	35181697	0	+	ENSMUST00000030984	Rgs12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:35177657-35181697
mmu_circ_0012585	chr5	35178212	35186404	0	+	ENSMUST00000030984	Rgs12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:35178212-35186404
mmu_circ_0012586	chr5	35189261	35189803	0	-	ENSMUST00000030984	Rgs12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:35189261-35189803
mmu_circ_0012587	chr5	3608472	3609698	0	+	ENSMUST00000115527	Fam133b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:3608472-3609698
mmu_circ_0012588	chr5	3625622	3627344	0	+	ENSMUST00000147801	1700109H08Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:3625622-3627344
mmu_circ_0012589	chr5	35726104	35731538	0	-	ENSMUST00000030980	2310079F23Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:35726104-35731538
mmu_circ_0012590	chr5	3655433	3674130	0	+	ENSMUST00000121291	Pex1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:3655433-3674130
mmu_circ_0012591	chr5	35915276	35915531	0	-	ENSMUST00000054598	Ablim2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:35915276-35915531
mmu_circ_0012592	chr5	35973992	35981456	0	+	ENSMUST00000054598	Ablim2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:35973992-35981456
mmu_circ_0012593	chr5	35994291	35998745	0	+	ENSMUST00000114206	Ablim2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:35994291-35998745
mmu_circ_0012594	chr5	35998624	36006913	0	+	ENSMUST00000114206	Ablim2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:35998624-36006913
mmu_circ_0012595	chr5	3672232	3674586	0	+	ENSMUST00000121291	Pex1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:3672232-3674586
mmu_circ_0012596	chr5	36092895	36093476	0	+	ENSMUST00000064571	Afap1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36092895-36093476
mmu_circ_0012597	chr5	36102531	36108378	0	+	ENSMUST00000064571	Afap1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36102531-36108378
mmu_circ_0012598	chr5	36108198	36126063	0	+	ENSMUST00000064571	Afap1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36108198-36126063
mmu_circ_0012599	chr5	36131731	36141650	0	+	ENSMUST00000064571	Afap1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36131731-36141650
mmu_circ_0012600	chr5	36231025	36231552	0	+	ENSMUST00000037370	Sorcs2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36231025-36231552
mmu_circ_0012601	chr5	36462633	36463974	0	+	ENSMUST00000037370	Sorcs2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36462633-36463974
mmu_circ_0012602	chr5	36662368	36700641	0	-	ENSMUST00000140607	Tbc1d14	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36662368-36700641
mmu_circ_0012603	chr5	36676616	36700641	0	-	ENSMUST00000140607	Tbc1d14	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36676616-36700641
mmu_circ_0012604	chr5	36677787	36700641	0	-	ENSMUST00000140607	Tbc1d14	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36677787-36700641
mmu_circ_0012605	chr5	36700520	36729381	0	-	ENSMUST00000140607	Tbc1d14	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36700520-36729381
mmu_circ_0012606	chr5	36728639	36729381	0	-	ENSMUST00000140607	Tbc1d14	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36728639-36729381
mmu_circ_0012607	chr5	36728639	36742180	0	-	ENSMUST00000124036	Tbc1d14	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36728639-36742180
mmu_circ_0012608	chr5	36761854	36773878	0	-	ENSMUST00000031091	D5Ertd579e	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:36761854-36773878
mmu_circ_0012609	chr5	3750355	3822787	0	-	ENSMUST00000043551	Ankib1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:3750355-3822787
